neutral	outlier_pcadapt	outlier_outflanck	outlier_bayescan
AX-578165178			AX-578096175
AX-578186781			AX-578096177
AX-578226604			AX-578085027
AX-578147391			AX-578198415
AX-578226601			AX-578088784
AX-578110173			AX-578088805
AX-578118298			AX-578224025
AX-578230518			AX-578144818
AX-578151311			AX-578095801
AX-578151994			AX-578095810
AX-578151995			AX-578125725
AX-578151996			AX-578179713
AX-578102533			AX-578217440
AX-578222872			AX-578187326
AX-578222873			AX-578235289
AX-578128513			AX-578128326
AX-578160122			AX-578207543
AX-578190502			AX-578086937
AX-578227106			AX-578151641
AX-578126787			AX-578118912
AX-578126790			AX-578174150
AX-578155368			AX-578139649
AX-578234578			AX-578099732
AX-578206015			AX-578222396
AX-578126795			AX-578180735
AX-578234581			AX-578216813
AX-578234583			AX-578198718
AX-578129031			AX-578230883
AX-578207488			AX-578151677
AX-578100402			AX-578198258
AX-578142679			AX-578151678
AX-578100407			AX-578151679
AX-578100396			AX-578227990
AX-578195556			AX-578148783
AX-578195558			AX-578227994
AX-578202672			AX-578211839
AX-578202673			AX-578132629
AX-578104412			AX-578154884
AX-578144593			AX-578234094
AX-578183679			AX-578125795
AX-578183671			AX-578145580
AX-578104408			AX-578236260
AX-578223413			AX-578091763
AX-578103715			AX-578157694
AX-578103716			AX-578166965
AX-578223414			AX-578166962
AX-578135739			AX-578215925
AX-578196532			AX-578192035
AX-578196527			AX-578174487
AX-578196529			AX-578219318
AX-578196531			AX-578219321
AX-578192210			AX-578086883
AX-578227901			AX-578223147
AX-578148694			AX-578143941
AX-578227904			AX-578094581
AX-578131863			AX-578173864
AX-578131843			AX-578176286
AX-578211064			AX-578113422
AX-578131853			AX-578188994
AX-578237026			AX-578127461
AX-578157817			AX-578119242
AX-578097604			AX-578214615
AX-578097606			AX-578227521
AX-578141292			AX-578191383
AX-578220501			AX-578148319
AX-578214604			AX-578209655
AX-578135383			AX-578130438
AX-578084604			AX-578236322
AX-578163911			AX-578145415
AX-578163920			AX-578106095
AX-578163922			AX-578145412
AX-578163928			AX-578185348
AX-578163929			AX-578092062
AX-578214602			AX-578231288
AX-578200889			AX-578119834
AX-578232150			AX-578231279
AX-578123843			AX-578098896
AX-578233173			AX-578098901
AX-578233174			AX-578233576
AX-578153969			AX-578203967
AX-578086211			AX-578203973
AX-578165514			AX-578096277
AX-578165505			AX-578096272
AX-578165512			AX-578144076
AX-578228864			AX-578110904
AX-578114865			AX-578118595
AX-578228867			AX-578101374
AX-578195331			AX-578139066
AX-578116092			AX-578218275
AX-578116080			AX-578154182
AX-578150260			AX-578155734
AX-578116082			AX-578184785
AX-578229470			AX-578115598
AX-578116083			AX-578182046
AX-578116084			AX-578143788
AX-578150262			AX-578130375
AX-578230203			AX-578220599
AX-578230205			AX-578104180
AX-578150997			AX-578108685
AX-578196833			AX-578132646
AX-578150998			AX-578167560
AX-578150999			AX-578179904
AX-578196836			AX-578100638
AX-578117597			AX-578104013
AX-578230210			AX-578094015
AX-578134453			AX-578173300
AX-578211399			AX-578115144
AX-578186588			AX-578185917
AX-578218971			AX-578145705
AX-578124667			AX-578185913
AX-578124665			AX-578168215
AX-578203893			AX-578205180
AX-578124669			AX-578205181
AX-578122233			AX-578101811
AX-578110869			AX-578222540
AX-578110870			AX-578140833
AX-578226942			AX-578094816
AX-578226943			AX-578119339
AX-578226940			AX-578085840
AX-578148248			AX-578085841
AX-578117367			AX-578165142
AX-578196608			AX-578085843
AX-578117359			AX-578201359
AX-578190523			AX-578210023
AX-578111271			AX-578210024
AX-578147907			AX-578143727
AX-578175681			AX-578164071
AX-578140669			AX-578091289
AX-578140670			AX-578091293
AX-578217443			AX-578186986
AX-578090989			AX-578171078
AX-578170275			AX-578183609
AX-578181301			AX-578143684
AX-578211521			AX-578127736
AX-578132311			AX-578101583
AX-578211524			AX-578188632
AX-578158030			AX-578188633
AX-578211519			AX-578146993
AX-578166970			AX-578102808
AX-578136726			AX-578174390
AX-578087680			AX-578168201
AX-578154631			AX-578168202
AX-578164584			AX-578137288
AX-578189890			AX-578137290
AX-578189892			AX-578137291
AX-578189893			AX-578099328
AX-578226828			AX-578116668
AX-578189896			AX-578209299
AX-578187325			AX-578105146
AX-578150833			AX-578105151
AX-578196478			AX-578218221
AX-578150840			AX-578200530
AX-578150841			AX-578200531
AX-578150842			AX-578165842
AX-578230043			AX-578086559
AX-578230044			AX-578174497
AX-578196470			AX-578229817
AX-578117230			AX-578150609
AX-578150836			AX-578162221
AX-578150837			AX-578162225
AX-578186141			AX-578082907
AX-578225021			AX-578232869
AX-578186143			AX-578202180
AX-578167473			AX-578150736
AX-578088183			AX-578229954
AX-578088179			AX-578122536
AX-578158025			AX-578201768
AX-578191231			AX-578107324
AX-578191232			AX-578092491
AX-578227454			AX-578171766
AX-578148247			AX-578162621
AX-578169758			AX-578221668
AX-578135747			AX-578133433
AX-578135744			AX-578132278
AX-578214955			AX-578092734
AX-578098861			AX-578088479
AX-578221178			AX-578088481
AX-578098862			AX-578188589
AX-578178136			AX-578172119
AX-578168834			AX-578172112
AX-578089548			AX-578178659
AX-578089545			AX-578142209
AX-578141787			AX-578178667
AX-578141788			AX-578187905
AX-578098538			AX-578174912
AX-578182793			AX-578198646
AX-578195747			AX-578171017
AX-578202030			AX-578138160
AX-578221989			AX-578217364
AX-578221987			AX-578138158
AX-578142780			AX-578138159
AX-578221993			AX-578169999
AX-578142787			AX-578170102
AX-578143074			AX-578202146
AX-578143071			AX-578149357
AX-578143072			AX-578149360
AX-578197813			AX-578149363
AX-578118576			AX-578193423
AX-578118568			AX-578193426
AX-578151450			AX-578130919
AX-578118570			AX-578157405
AX-578197810			AX-578236607
AX-578151451			AX-578107739
AX-578137411			AX-578085380
AX-578089113			AX-578175512
AX-578168402			AX-578096236
AX-578089118			AX-578219796
AX-578216621			AX-578174033
AX-578168407			AX-578233747
AX-578168409			AX-578125172
AX-578168412			AX-578150031
AX-578089126			AX-578229240
AX-578089127			AX-578224324
AX-578168415			AX-578098522
AX-578216622			AX-578086460
AX-578168417			AX-578195085
AX-578237614			AX-578232526
AX-578212219			AX-578153322
AX-578101048			AX-578232524
AX-578142986			AX-578122479
AX-578180318			AX-578203114
AX-578222194			AX-578088156
AX-578222195			AX-578088160
AX-578222196			AX-578184953
AX-578142983			AX-578209296
AX-578102429			AX-578106365
AX-578093946			AX-578099346
AX-578151128			AX-578207991
AX-578230339			AX-578160675
AX-578230340			AX-578129933
AX-578230341			AX-578150325
AX-578151133			AX-578139165
AX-578230343			AX-578158431
AX-578117931			AX-578133070
AX-578197172			AX-578134596
AX-578117933			AX-578163602
AX-578117934			AX-578160847
AX-578109017			AX-578110451
AX-578145424			AX-578153759
AX-578145425			AX-578232966
AX-578224636			AX-578123458
AX-578224637			AX-578200748
AX-578145420			AX-578200727
AX-578185359			AX-578121494
AX-578224631			AX-578121496
AX-578232477			AX-578200745
AX-578201587			AX-578190419
AX-578201590			AX-578087345
AX-578122344			AX-578166641
AX-578201577			AX-578166643
AX-578122349			AX-578151373
AX-578201581			AX-578151380
AX-578153264			AX-578196170
AX-578232471			AX-578180240
AX-578201585			AX-578139161
AX-578153267			AX-578091581
AX-578232475			AX-578144139
AX-578153270			AX-578210006
AX-578220313			AX-578217471
AX-578220315			AX-578150439
AX-578157406			AX-578229599
AX-578157407			AX-578229594
AX-578130932			AX-578150386
AX-578210143			AX-578146580
AX-578210146			AX-578201181
AX-578130930			AX-578149975
AX-578186494			AX-578225559
AX-578107234			AX-578107554
AX-578145983			AX-578226390
AX-578145984			AX-578226391
AX-578225193			AX-578189019
AX-578186497			AX-578152302
AX-578107239			AX-578152303
AX-578107240			AX-578152300
AX-578107242			AX-578199561
AX-578137429			AX-578199563
AX-578168464			AX-578223214
AX-578137430			AX-578140535
AX-578137431			AX-578175405
AX-578089179			AX-578140536
AX-578137433			AX-578140537
AX-578216642			AX-578140538
AX-578089171			AX-578140539
AX-578133416			AX-578219748
AX-578212626			AX-578219753
AX-578158608			AX-578224115
AX-578212619			AX-578144569
AX-578204580			AX-578227442
AX-578233830			AX-578148235
AX-578154623			AX-578171890
AX-578204582			AX-578171892
AX-578228273			AX-578147527
AX-578228274			AX-578148934
AX-578192931			AX-578112183
AX-578228276			AX-578112185
AX-578149069			AX-578233609
AX-578113664			AX-578204036
AX-578192915			AX-578230702
AX-578228264			AX-578118633
AX-578149057			AX-578151493
AX-578192919			AX-578118637
AX-578149059			AX-578197876
AX-578149060			AX-578205581
AX-578192922			AX-578164307
AX-578113675			AX-578211214
AX-578192926			AX-578206863
AX-578149061			AX-578127648
AX-578149062			AX-578157866
AX-578113678			AX-578221983
AX-578149064			AX-578217450
AX-578188422			AX-578214943
AX-578226089			AX-578162468
AX-578188425			AX-578162470
AX-578188426			AX-578119874
AX-578134336			AX-578183661
AX-578082356			AX-578154464
AX-578082358			AX-578187396
AX-578134310			AX-578187397
AX-578161671			AX-578146415
AX-578082367			AX-578187399
AX-578134311			AX-578187400
AX-578213524			AX-578187402
AX-578082368			AX-578108145
AX-578213525			AX-578146419
AX-578213526			AX-578146420
AX-578213527			AX-578220277
AX-578161680			AX-578141076
AX-578161684			AX-578220286
AX-578161685			AX-578097163
AX-578134318			AX-578141083
AX-578213530			AX-578220292
AX-578134321			AX-578137389
AX-578213532			AX-578168353
AX-578134323			AX-578101063
AX-578161692			AX-578172358
AX-578082382			AX-578144633
AX-578134324			AX-578097603
AX-578082383			AX-578219998
AX-578134326			AX-578096613
AX-578134327			AX-578096614
AX-578161699			AX-578219993
AX-578161701			AX-578096624
AX-578082391			AX-578126574
AX-578161703			AX-578190941
AX-578161704			AX-578148105
AX-578082395			AX-578176927
AX-578161709			AX-578224267
AX-578134328			AX-578145060
AX-578161711			AX-578181882
AX-578082401			AX-578146791
AX-578082403			AX-578087846
AX-578134329			AX-578216441
AX-578213540			AX-578176486
AX-578134332			AX-578188721
AX-578161717			AX-578132258
AX-578134333			AX-578203829
AX-578082408			AX-578233522
AX-578082409			AX-578154316
AX-578134334			AX-578123801
AX-578161721			AX-578135793
AX-578161722			AX-578226607
AX-578231109			AX-578215626
AX-578151904			AX-578215627
AX-578231097			AX-578191014
AX-578119449			AX-578111766
AX-578198704			AX-578132016
AX-578151895			AX-578211230
AX-578231103			AX-578172546
AX-578119468			AX-578218435
AX-578189174			AX-578171524
AX-578147262			AX-578107597
AX-578109920			AX-578192713
AX-578226472			AX-578127032
AX-578147251			AX-578127009
AX-578226460			AX-578155474
AX-578226461			AX-578206235
AX-578147254			AX-578155332
AX-578226463			AX-578155650
AX-578147256			AX-578126436
AX-578189167			AX-578229562
AX-578189171			AX-578142751
AX-578109915			AX-578142594
AX-578224202			AX-578221803
AX-578105273			AX-578140158
AX-578105275			AX-578151021
AX-578144996			AX-578150075
AX-578224205			AX-578235251
AX-578184538			AX-578215620
AX-578112244			AX-578135537
AX-578191500			AX-578135539
AX-578231229			AX-578173036
AX-578152023			AX-578093755
AX-578152024			AX-578218648
AX-578198956			AX-578218649
AX-578199846			AX-578194008
AX-578231624			AX-578236752
AX-578144801			AX-578141997
AX-578144802			AX-578138974
AX-578092526			AX-578171912
AX-578104944			AX-578189662
AX-578220423			AX-578189499
AX-578228525			AX-578147442
AX-578149315			AX-578199325
AX-578193340			AX-578231391
AX-578228524			AX-578175597
AX-578197943			AX-578219843
AX-578191760			AX-578171655
AX-578229247			AX-578161205
AX-578229248			AX-578084401
AX-578150037			AX-578156668
AX-578194820			AX-578145176
AX-578135807			AX-578148000
AX-578085626			AX-578226536
AX-578224286			AX-578136277
AX-578145064			AX-578136280
AX-578224273			AX-578086728
AX-578145066			AX-578166023
AX-578105370			AX-578237488
AX-578105371			AX-578179136
AX-578184634			AX-578141612
AX-578105375			AX-578148290
AX-578184638			AX-578237732
AX-578145069			AX-578237733
AX-578145071			AX-578108931
AX-578184640			AX-578206394
AX-578105383			AX-578127177
AX-578145074			AX-578206397
AX-578184652			AX-578206194
AX-578145075			AX-578128143
AX-578224285			AX-578235204
AX-578184654			AX-578235298
AX-578219603			AX-578178049
AX-578175119			AX-578167477
AX-578095843			AX-578206381
AX-578140396			AX-578206382
AX-578140397			AX-578155539
AX-578095846			AX-578235050
AX-578095848			AX-578235051
AX-578095830			AX-578154735
AX-578140393			AX-578202332
AX-578175111			AX-578133482
AX-578169742			AX-578133487
AX-578169743			AX-578086349
AX-578138057			AX-578099915
AX-578169748			AX-578102021
AX-578217269			AX-578084087
AX-578169751			AX-578100448
AX-578169746			AX-578100454
AX-578169747			AX-578235865
AX-578225090			AX-578167461
AX-578145879			AX-578133634
AX-578225088			AX-578099150
AX-578225089			AX-578235200
AX-578106990			AX-578124211
AX-578186246			AX-578082202
AX-578106985			AX-578082203
AX-578190261			AX-578134236
AX-578110996			AX-578210050
AX-578227005			AX-578130834
AX-578147798			AX-578127488
AX-578111003			AX-578231514
AX-578111004			AX-578231516
AX-578220714			AX-578152310
AX-578110646			AX-578110097
AX-578206076			AX-578192790
AX-578234615			AX-578151889
AX-578216409			AX-578232735
AX-578137200			AX-578178282
AX-578216411			AX-578178283
AX-578216407			AX-578231919
AX-578137202			AX-578207616
AX-578088651			AX-578157744
AX-578088654			AX-578120134
AX-578181171			AX-578155945
AX-578181172			AX-578207250
AX-578102010			AX-578081839
AX-578222615			AX-578237529
AX-578181278			AX-578143804
AX-578222616			AX-578120183
AX-578143413			AX-578224978
AX-578143407			AX-578145768
AX-578102005			AX-578145769
AX-578102006			AX-578186074
AX-578181273			AX-578237014
AX-578102008			AX-578103149
AX-578181275			AX-578143948
AX-578143772			AX-578225118
AX-578222980			AX-578141335
AX-578182000			AX-578220543
AX-578143774			AX-578130481
AX-578222975			AX-578157147
AX-578143769			AX-578201507
AX-578143770			AX-578169119
AX-578126465			AX-578237444
AX-578173377			AX-578211882
AX-578139635			AX-578132672
AX-578221032			AX-578110053
AX-578098614			AX-578116129
AX-578141826			AX-578109657
AX-578141813			AX-578148899
AX-578177877			AX-578109942
AX-578098605			AX-578121440
AX-578141814			AX-578232048
AX-578141815			AX-578105314
AX-578141818			AX-578230464
AX-578177881			AX-578197432
AX-578141820			AX-578230465
AX-578141821			AX-578118196
AX-578106705			AX-578156445
AX-578106708			AX-578144764
AX-578224945			AX-578144766
AX-578185973			AX-578144761
AX-578185975			AX-578122058
AX-578224946			AX-578163420
AX-578106699			AX-578140147
AX-578145735			AX-578122799
AX-578224944			AX-578210587
AX-578185963			AX-578157018
AX-578235842			AX-578157020
AX-578154713			AX-578157021
AX-578125523			AX-578157644
AX-578125524			AX-578236855
AX-578233924			AX-578086239
AX-578233917			AX-578165540
AX-578233918			AX-578153490
AX-578233919			AX-578148610
AX-578204742			AX-578235363
AX-578204746			AX-578116393
AX-578110175			AX-578186926
AX-578229215			AX-578173212
AX-578229219			AX-578181144
AX-578115516			AX-578150391
AX-578150003			AX-578180618
AX-578115519			AX-578192300
AX-578150005			AX-578100819
AX-578102460			AX-578190667
AX-578102465			AX-578143259
AX-578181724			AX-578101617
AX-578229140			AX-578134727
AX-578115344			AX-578154756
AX-578115345			AX-578223927
AX-578194587			AX-578104680
AX-578149933			AX-578223928
AX-578194590			AX-578144721
AX-578134968			AX-578144722
AX-578154405			AX-578183947
AX-578169688			AX-578223717
AX-578100261			AX-578223722
AX-578183546			AX-578183510
AX-578183547			AX-578186320
AX-578104285			AX-578138964
AX-578104288			AX-578171901
AX-578141421			AX-578092620
AX-578177102			AX-578171908
AX-578177103			AX-578171909
AX-578097829			AX-578153671
AX-578177106			AX-578219804
AX-578177107			AX-578147480
AX-578141411			AX-578189578
AX-578220620			AX-578127454
AX-578141416			AX-578102138
AX-578141418			AX-578131091
AX-578137281			AX-578152589
AX-578131422			AX-578081418
AX-578210638			AX-578148418
AX-578210640			AX-578146098
AX-578210641			AX-578137778
AX-578131427			AX-578137779
AX-578099282			AX-578110162
AX-578178553			AX-578147379
AX-578150753			AX-578189419
AX-578229965			AX-578147380
AX-578229966			AX-578233632
AX-578099569			AX-578124791
AX-578143453			AX-578215517
AX-578143454			AX-578215518
AX-578222663			AX-578136307
AX-578100773			AX-578112101
AX-578100774			AX-578095389
AX-578180032			AX-578119362
AX-578180033			AX-578231074
AX-578180034			AX-578224085
AX-578180035			AX-578216242
AX-578174855			AX-578137035
AX-578116842			AX-578137036
AX-578086502			AX-578114563
AX-578139320			AX-578193802
AX-578139321			AX-578220917
AX-578093455			AX-578092507
AX-578139323			AX-578138933
AX-578139324			AX-578234190
AX-578218534			AX-578125991
AX-578218535			AX-578111394
AX-578172745			AX-578222679
AX-578128570			AX-578222680
AX-578109728			AX-578133205
AX-578109720			AX-578232145
AX-578109721			AX-578213009
AX-578109723			AX-578081261
AX-578226381			AX-578160579
AX-578197113			AX-578222805
AX-578117880			AX-578188689
AX-578197120			AX-578147015
AX-578117871			AX-578081992
AX-578151109			AX-578228227
AX-578208126			AX-578164335
AX-578156331			AX-578180183
AX-578156334			AX-578153725
AX-578220346			AX-578232933
AX-578176571			AX-578176126
AX-578097294			AX-578148572
AX-578115960			AX-578130549
AX-578150209			AX-578229821
AX-578150211			AX-578227553
AX-578195203			AX-578148346
AX-578115965			AX-578191427
AX-578180214			AX-578227546
AX-578142926			AX-578093642
AX-578142927			AX-578227156
AX-578142928			AX-578147949
AX-578142929			AX-578182013
AX-578091528			AX-578237265
AX-578138484			AX-578103028
AX-578217693			AX-578189576
AX-578138486			AX-578147474
AX-578157558			AX-578169950
AX-578236771			AX-578090696
AX-578085763			AX-578093669
AX-578233866			AX-578139402
AX-578233867			AX-578106861
AX-578091770			AX-578236301
AX-578162434			AX-578142079
AX-578162446			AX-578231898
AX-578083139			AX-578231900
AX-578083125			AX-578202803
AX-578134681			AX-578108411
AX-578162445			AX-578123646
AX-578134663			AX-578147472
AX-578083121			AX-578218523
AX-578162430			AX-578156197
AX-578134666			AX-578128597
AX-578134667			AX-578128599
AX-578162431			AX-578180509
AX-578162439			AX-578180510
AX-578134676			AX-578222302
AX-578213888			AX-578222304
AX-578213889			AX-578143089
AX-578217800			AX-578143091
AX-578138593			AX-578148502
AX-578226550			AX-578227712
AX-578189329			AX-578218919
AX-578098869			AX-578192759
AX-578081258			AX-578182023
AX-578097952			AX-578127628
AX-578141491			AX-578158571
AX-578157030			AX-578143544
AX-578209524			AX-578222752
AX-578236242			AX-578142962
